year,origin,destination,male-germans,female-germans,all-germans,male-foreigners,female-foreigners,all-foreigners,all-males,all-females,all
2016,Nordrhein-Westfalen,Hamburg,2705,3140,5845,711,472,1183,3416,3612,7028
2016,Nordrhein-Westfalen,Niedersachsen,14047,15124,29171,4026,2581,6607,18073,17705,35778
2016,Nordrhein-Westfalen,Bremen,952,1084,2036,500,308,808,1452,1392,2844
2016,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0
2016,Nordrhein-Westfalen,Hessen,7258,7598,14856,3102,2031,5133,10360,9629,19989
2016,Nordrhein-Westfalen,Rheinland-Pfalz,7646,7964,15610,2145,1456,3601,9791,9420,19211
2016,Nordrhein-Westfalen,Baden-Wuerttemberg,7571,7251,14822,4052,2457,6509,11623,9708,21331
2016,Nordrhein-Westfalen,Bayern,7847,7582,15429,3680,2168,5848,11527,9750,21277
2016,Nordrhein-Westfalen,Saarland,602,592,1194,376,234,610,978,826,1804
2016,Nordrhein-Westfalen,Berlin,4707,4983,9690,1429,1136,2565,6136,6119,12255
2016,Nordrhein-Westfalen,Brandenburg,1310,1298,2608,459,264,723,1769,1562,3331
2016,Nordrhein-Westfalen,Mecklenburg-Vorpommern,1111,1141,2252,390,196,586,1501,1337,2838
2016,Nordrhein-Westfalen,Sachsen,1940,1848,3788,827,423,1250,2767,2271,5038
2016,Nordrhein-Westfalen,Sachsen-Anhalt,1174,1099,2273,549,243,792,1723,1342,3065
2016,Nordrhein-Westfalen,Thueringen,1000,1039,2039,551,331,882,1551,1370,2921
2016,Nordrhein-Westfalen,Insgesamt,62772,64955,127727,23449,14694,38143,86221,79649,165870
2016,Hessen,Schleswig-Holstein,1030,1232,2262,221,145,366,1251,1377,2628
2016,Hessen,Hamburg,1017,1158,2175,264,222,486,1281,1380,2661
2016,Hessen,Niedersachsen,3484,3971,7455,1116,686,1802,4600,4657,9257
2016,Hessen,Bremen,270,304,574,146,100,246,416,404,820
2016,Hessen,Nordrhein-Westfalen,6659,7498,14157,3660,2284,5944,10319,9782,20101
2016,Hessen,Hessen,0,0,0,0,0,0,0,0,0
2016,Hessen,Rheinland-Pfalz,6408,6836,13244,2300,1480,3780,8708,8316,17024
2016,Hessen,Baden-Wuerttemberg,6520,6731,13251,3178,1835,5013,9698,8566,18264
2016,Hessen,Bayern,6014,6157,12171,2675,1622,4297,8689,7779,16468
2016,Hessen,Saarland,308,353,661,152,100,252,460,453,913
2016,Hessen,Berlin,2129,2229,4358,744,535,1279,2873,2764,5637
2016,Hessen,Brandenburg,586,529,1115,259,116,375,845,645,1490
2016,Hessen,Mecklenburg-Vorpommern,422,455,877,80,53,133,502,508,1010
2016,Hessen,Sachsen,1277,1244,2521,532,228,760,1809,1472,3281
2016,Hessen,Sachsen-Anhalt,561,565,1126,296,111,407,857,676,1533
2016,Hessen,Thueringen,1365,1418,2783,482,177,659,1847,1595,3442
2016,Hessen,Insgesamt,38050,40680,78730,16105,9694,25799,54155,50374,104529
2016,Rheinland-Pfalz,Schleswig-Holstein,446,523,969,122,78,200,568,601,1169
2016,Rheinland-Pfalz,Hamburg,356,416,772,93,79,172,449,495,944
2016,Rheinland-Pfalz,Niedersachsen,1305,1334,2639,433,282,715,1738,1616,3354
2016,Rheinland-Pfalz,Bremen,141,112,253,100,61,161,241,173,414
2016,Rheinland-Pfalz,Nordrhein-Westfalen,6980,7628,14608,2427,1490,3917,9407,9118,18525
2016,Rheinland-Pfalz,Hessen,6254,6556,12810,2077,1422,3499,8331,7978,16309
2016,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0
2016,Rheinland-Pfalz,Baden-Wuerttemberg,6476,6494,12970,2342,1515,3857,8818,8009,16827
2016,Rheinland-Pfalz,Bayern,2315,2250,4565,953,569,1522,3268,2819,6087
2016,Rheinland-Pfalz,Saarland,1868,1965,3833,418,309,727,2286,2274,4560
2016,Rheinland-Pfalz,Berlin,888,912,1800,286,201,487,1174,1113,2287
2016,Rheinland-Pfalz,Brandenburg,289,304,593,81,33,114,370,337,707
2016,Rheinland-Pfalz,Mecklenburg-Vorpommern,191,193,384,45,25,70,236,218,454
2016,Rheinland-Pfalz,Sachsen,530,505,1035,189,78,267,719,583,1302
2016,Rheinland-Pfalz,Sachsen-Anhalt,243,236,479,101,43,144,344,279,623
2016,Rheinland-Pfalz,Thueringen,307,304,611,97,38,135,404,342,746
2016,Rheinland-Pfalz,Insgesamt,28589,29732,58321,9764,6223,15987,38353,35955,74308
2016,Baden-Wuerttemberg,Schleswig-Holstein,1247,1438,2685,345,226,571,1592,1664,3256
2016,Baden-Wuerttemberg,Hamburg,1210,1343,2553,337,233,570,1547,1576,3123
2016,Baden-Wuerttemberg,Niedersachsen,2960,3136,6096,1555,836,2391,4515,3972,8487
2016,Baden-Wuerttemberg,Bremen,312,326,638,209,123,332,521,449,970
2016,Baden-Wuerttemberg,Nordrhein-Westfalen,6564,6876,13440,4606,2822,7428,11170,9698,20868
2016,Baden-Wuerttemberg,Hessen,6572,6939,13511,3050,1933,4983,9622,8872,18494
2016,Baden-Wuerttemberg,Rheinland-Pfalz,6309,6544,12853,2717,1737,4454,9026,8281,17307
2016,Baden-Wuerttemberg,Baden-Wuerttemberg,0,0,0,0,0,0,0,0,0
2016,Baden-Wuerttemberg,Bayern,15189,15431,30620,6211,3749,9960,21400,19180,40580
2016,Baden-Wuerttemberg,Saarland,637,652,1289,304,196,500,941,848,1789
2016,Baden-Wuerttemberg,Berlin,3194,3329,6523,922,722,1644,4116,4051,8167
2016,Baden-Wuerttemberg,Brandenburg,916,891,1807,259,129,388,1175,1020,2195
2016,Baden-Wuerttemberg,Mecklenburg-Vorpommern,659,588,1247,150,100,250,809,688,1497
2016,Baden-Wuerttemberg,Sachsen,2282,2085,4367,618,323,941,2900,2408,5308
2016,Baden-Wuerttemberg,Sachsen-Anhalt,832,790,1622,290,131,421,1122,921,2043
2016,Baden-Wuerttemberg,Thueringen,1113,1027,2140,364,197,561,1477,1224,2701
2016,Baden-Wuerttemberg,Insgesamt,49996,51395,101391,21937,13457,35394,71933,64852,136785
2016,Bayern,Schleswig-Holstein,1241,1400,2641,591,294,885,1832,1694,3526
2016,Bayern,Hamburg,1395,1566,2961,455,278,733,1850,1844,3694
2016,Bayern,Niedersachsen,3076,3027,6103,1732,905,2637,4808,3932,8740
2016,Bayern,Bremen,331,331,662,324,165,489,655,496,1151
2016,Bayern,Nordrhein-Westfalen,6401,6423,12824,6196,3308,9504,12597,9731,22328
2016,Bayern,Hessen,5672,5706,11378,2913,1613,4526,8585,7319,15904
2016,Bayern,Rheinland-Pfalz,2080,2063,4143,1107,566,1673,3187,2629,5816
2016,Bayern,Baden-Wuerttemberg,14011,14460,28471,6508,3494,10002,20519,17954,38473
2016,Bayern,Bayern,0,0,0,0,0,0,0,0,0
2016,Bayern,Saarland,359,348,707,268,136,404,627,484,1111
2016,Bayern,Berlin,3612,3767,7379,1265,894,2159,4877,4661,9538
2016,Bayern,Brandenburg,1174,1042,2216,535,170,705,1709,1212,2921
2016,Bayern,Mecklenburg-Vorpommern,667,609,1276,208,98,306,875,707,1582
2016,Bayern,Sachsen,3552,3327,6879,1077,403,1480,4629,3730,8359
2016,Bayern,Sachsen-Anhalt,957,884,1841,603,202,805,1560,1086,2646
2016,Bayern,Thueringen,2127,2060,4187,599,287,886,2726,2347,5073
2016,Bayern,Insgesamt,46655,47013,93668,24381,12813,37194,71036,59826,130862
2016,Saarland,Schleswig-Holstein,76,84,160,66,42,108,142,126,268
2016,Saarland,Hamburg,82,86,168,37,17,54,119,103,222
2016,Saarland,Niedersachsen,201,224,425,170,73,243,371,297,668
2016,Saarland,Bremen,22,25,47,27,16,43,49,41,90
2016,Saarland,Nordrhein-Westfalen,673,725,1398,956,522,1478,1629,1247,2876
2016,Saarland,Hessen,440,538,978,206,125,331,646,663,1309
2016,Saarland,Rheinland-Pfalz,2215,2440,4655,487,349,836,2702,2789,5491
2016,Saarland,Baden-Wuerttemberg,872,892,1764,407,220,627,1279,1112,2391
2016,Saarland,Bayern,468,493,961,257,113,370,725,606,1331
2016,Saarland,Saarland,0,0,0,0,0,0,0,0,0
2016,Saarland,Berlin,211,196,407,112,58,170,323,254,577
2016,Saarland,Brandenburg,60,45,105,21,8,29,81,53,134
2016,Saarland,Mecklenburg-Vorpommern,40,42,82,20,7,27,60,49,109
2016,Saarland,Sachsen,88,70,158,41,17,58,129,87,216
2016,Saarland,Sachsen-Anhalt,46,46,92,32,16,48,78,62,140
2016,Saarland,Thueringen,48,37,85,23,8,31,71,45,116
2016,Saarland,Insgesamt,5542,5943,11485,2862,1591,4453,8404,7534,15938
2016,Berlin,Schleswig-Holstein,915,1086,2001,248,156,404,1163,1242,2405
2016,Berlin,Hamburg,918,1115,2033,357,265,622,1275,1380,2655
2016,Berlin,Niedersachsen,2059,2117,4176,684,408,1092,2743,2525,5268
2016,Berlin,Bremen,215,271,486,125,99,224,340,370,710
2016,Berlin,Nordrhein-Westfalen,2710,3070,5780,1249,913,2162,3959,3983,7942
2016,Berlin,Hessen,1336,1340,2676,546,441,987,1882,1781,3663
2016,Berlin,Rheinland-Pfalz,597,582,1179,241,156,397,838,738,1576
2016,Berlin,Baden-Wuerttemberg,2127,2169,4296,800,597,1397,2927,2766,5693
2016,Berlin,Bayern,2538,2593,5131,897,666,1563,3435,3259,6694
2016,Berlin,Saarland,116,95,211,48,30,78,164,125,289
2016,Berlin,Berlin,0,0,0,0,0,0,0,0,0
2016,Berlin,Brandenburg,14842,14637,29479,1707,1323,3030,16549,15960,32509
2016,Berlin,Mecklenburg-Vorpommern,1393,1437,2830,209,140,349,1602,1577,3179
2016,Berlin,Sachsen,1493,1568,3061,507,335,842,2000,1903,3903
2016,Berlin,Sachsen-Anhalt,922,947,1869,335,200,535,1257,1147,2404
2016,Berlin,Thueringen,539,554,1093,159,98,257,698,652,1350
2016,Berlin,Insgesamt,32720,33581,66301,8112,5827,13939,40832,39408,80240
2016,Brandenburg,Schleswig-Holstein,503,493,996,139,57,196,642,550,1192
2016,Brandenburg,Hamburg,321,317,638,79,54,133,400,371,771
2016,Brandenburg,Niedersachsen,1080,1013,2093,537,256,793,1617,1269,2886
2016,Brandenburg,Bremen,99,89,188,90,35,125,189,124,313
2016,Brandenburg,Nordrhein-Westfalen,923,942,1865,2104,910,3014,3027,1852,4879
2016,Brandenburg,Hessen,427,393,820,204,92,296,631,485,1116
2016,Brandenburg,Rheinland-Pfalz,299,281,580,144,59,203,443,340,783
2016,Brandenburg,Baden-Wuerttemberg,769,683,1452,335,168,503,1104,851,1955
2016,Brandenburg,Bayern,980,827,1807,436,152,588,1416,979,2395
2016,Brandenburg,Saarland,33,32,65,40,13,53,73,45,118
2016,Brandenburg,Berlin,8945,8335,17280,2355,1474,3829,11300,9809,21109
2016,Brandenburg,Brandenburg,0,0,0,0,0,0,0,0,0
2016,Brandenburg,Mecklenburg-Vorpommern,1585,1721,3306,114,58,172,1699,1779,3478
2016,Brandenburg,Sachsen,2162,2138,4300,269,139,408,2431,2277,4708
2016,Brandenburg,Sachsen-Anhalt,1050,1155,2205,220,97,317,1270,1252,2522
2016,Brandenburg,Thueringen,385,378,763,89,43,132,474,421,895
2016,Brandenburg,Insgesamt,19561,18797,38358,7155,3607,10762,26716,22404,49120
2016,Mecklenburg-Vorpommern,Schleswig-Holstein,1895,1801,3696,399,178,577,2294,1979,4273
2016,Mecklenburg-Vorpommern,Hamburg,980,907,1887,369,245,614,1349,1152,2501
2016,Mecklenburg-Vorpommern,Niedersachsen,1297,1275,2572,825,402,1227,2122,1677,3799
2016,Mecklenburg-Vorpommern,Bremen,134,118,252,266,160,426,400,278,678
2016,Mecklenburg-Vorpommern,Nordrhein-Westfalen,845,817,1662,3359,1573,4932,4204,2390,6594
2016,Mecklenburg-Vorpommern,Hessen,300,296,596,278,108,386,578,404,982
2016,Mecklenburg-Vorpommern,Rheinland-Pfalz,174,187,361,162,57,219,336,244,580
2016,Mecklenburg-Vorpommern,Baden-Wuerttemberg,466,453,919,360,146,506,826,599,1425
2016,Mecklenburg-Vorpommern,Bayern,538,475,1013,326,137,463,864,612,1476
2016,Mecklenburg-Vorpommern,Saarland,25,23,48,68,30,98,93,53,146
2016,Mecklenburg-Vorpommern,Berlin,1313,1364,2677,554,306,860,1867,1670,3537
2016,Mecklenburg-Vorpommern,Brandenburg,1270,1362,2632,257,133,390,1527,1495,3022
2016,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0
2016,Mecklenburg-Vorpommern,Sachsen,746,674,1420,203,112,315,949,786,1735
2016,Mecklenburg-Vorpommern,Sachsen-Anhalt,440,438,878,148,57,205,588,495,1083
2016,Mecklenburg-Vorpommern,Thueringen,264,258,522,93,36,129,357,294,651
2016,Mecklenburg-Vorpommern,Insgesamt,10687,10448,21135,7667,3680,11347,18354,14128,32482
2016,Sachsen,Schleswig-Holstein,450,453,903,219,106,325,669,559,1228
2016,Sachsen,Hamburg,442,406,848,148,93,241,590,499,1089
2016,Sachsen,Niedersachsen,1284,1200,2484,840,376,1216,2124,1576,3700
2016,Sachsen,Bremen,142,115,257,126,77,203,268,192,460
2016,Sachsen,Nordrhein-Westfalen,1644,1534,3178,2380,1086,3466,4024,2620,6644
2016,Sachsen,Hessen,1067,1013,2080,475,257,732,1542,1270,2812
2016,Sachsen,Rheinland-Pfalz,415,448,863,289,107,396,704,555,1259
2016,Sachsen,Baden-Wuerttemberg,1865,1666,3531,907,466,1373,2772,2132,4904
2016,Sachsen,Bayern,3097,2709,5806,1059,582,1641,4156,3291,7447
2016,Sachsen,Saarland,67,69,136,109,43,152,176,112,288
2016,Sachsen,Berlin,1959,1989,3948,824,506,1330,2783,2495,5278
2016,Sachsen,Brandenburg,1902,1988,3890,248,110,358,2150,2098,4248
2016,Sachsen,Mecklenburg-Vorpommern,756,785,1541,99,36,135,855,821,1676
2016,Sachsen,Sachsen,0,0,0,0,0,0,0,0,0
2016,Sachsen,Sachsen-Anhalt,2546,2544,5090,414,200,614,2960,2744,5704
2016,Sachsen,Thueringen,2130,2146,4276,304,174,478,2434,2320,4754
2016,Sachsen,Insgesamt,19766,19065,38831,8441,4219,12660,28207,23284,51491
2016,Sachsen-Anhalt,Schleswig-Holstein,401,399,800,191,79,270,592,478,1070
2016,Sachsen-Anhalt,Hamburg,273,248,521,172,86,258,445,334,779
2016,Sachsen-Anhalt,Niedersachsen,2649,2726,5375,1031,569,1600,3680,3295,6975
2016,Sachsen-Anhalt,Bremen,75,75,150,154,78,232,229,153,382
2016,Sachsen-Anhalt,Nordrhein-Westfalen,1083,1140,2223,2191,1092,3283,3274,2232,5506
2016,Sachsen-Anhalt,Hessen,475,533,1008,344,160,504,819,693,1512
2016,Sachsen-Anhalt,Rheinland-Pfalz,247,250,497,152,79,231,399,329,728
2016,Sachsen-Anhalt,Baden-Wuerttemberg,753,735,1488,466,235,701,1219,970,2189
2016,Sachsen-Anhalt,Bayern,1020,962,1982,489,261,750,1509,1223,2732
2016,Sachsen-Anhalt,Saarland,38,25,63,88,23,111,126,48,174
2016,Sachsen-Anhalt,Berlin,1072,1195,2267,581,326,907,1653,1521,3174
2016,Sachsen-Anhalt,Brandenburg,1092,1213,2305,227,122,349,1319,1335,2654
2016,Sachsen-Anhalt,Mecklenburg-Vorpommern,559,628,1187,97,34,131,656,662,1318
2016,Sachsen-Anhalt,Sachsen,3236,3108,6344,563,289,852,3799,3397,7196
2016,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0,0,0,0
2016,Sachsen-Anhalt,Thueringen,1302,1382,2684,153,61,214,1455,1443,2898
2016,Sachsen-Anhalt,Insgesamt,14275,14619,28894,6899,3494,10393,21174,18113,39287
2016,Thueringen,Schleswig-Holstein,222,235,457,154,83,237,376,318,694
2016,Thueringen,Hamburg,212,222,434,87,72,159,299,294,593
2016,Thueringen,Niedersachsen,1246,1248,2494,539,285,824,1785,1533,3318
2016,Thueringen,Bremen,63,87,150,127,45,172,190,132,322
2016,Thueringen,Nordrhein-Westfalen,1031,1025,2056,1845,914,2759,2876,1939,4815
2016,Thueringen,Hessen,1468,1530,2998,509,307,816,1977,1837,3814
2016,Thueringen,Rheinland-Pfalz,311,325,636,221,106,327,532,431,963
2016,Thueringen,Baden-Wuerttemberg,1144,983,2127,543,293,836,1687,1276,2963
2016,Thueringen,Bayern,2344,2189,4533,695,384,1079,3039,2573,5612
2016,Thueringen,Saarland,41,34,75,72,38,110,113,72,185
2016,Thueringen,Berlin,792,850,1642,290,195,485,1082,1045,2127
2016,Thueringen,Brandenburg,463,460,923,70,47,117,533,507,1040
2016,Thueringen,Mecklenburg-Vorpommern,352,385,737,67,25,92,419,410,829
2016,Thueringen,Sachsen,3083,3095,6178,363,203,566,3446,3298,6744
2016,Thueringen,Sachsen-Anhalt,1306,1333,2639,204,117,321,1510,1450,2960
2016,Thueringen,Thueringen,0,0,0,0,0,0,0,0,0
2016,Thueringen,Insgesamt,14078,14001,28079,5786,3114,8900,19864,17115,36979
2016,Insgesamt,Schleswig-Holstein,25973,28132,54105,5946,3708,9654,31919,31840,63759
2016,Insgesamt,Hamburg,24190,26532,50722,5689,4266,9955,29879,30798,60677
2016,Insgesamt,Niedersachsen,50628,53209,103837,16458,9741,26199,67086,62950,130036
2016,Insgesamt,Bremen,9413,9827,19240,3794,2385,6179,13207,12212,25419
2016,Insgesamt,Nordrhein-Westfalen,52713,56366,109079,38227,21775,60002,90940,78141,169081
2016,Insgesamt,Hessen,36390,37795,74185,15556,9806,25362,51946,47601,99547
2016,Insgesamt,Rheinland-Pfalz,28665,30069,58734,10777,6682,17459,39442,36751,76193
2016,Insgesamt,Baden-Wuerttemberg,48478,48364,96842,22514,13074,35588,70992,61438,132430
2016,Insgesamt,Bayern,48729,47812,96541,20426,12171,32597,69155,59983,129138
2016,Insgesamt,Saarland,4377,4494,8871,2152,1294,3446,6529,5788,12317
2016,Insgesamt,Berlin,34365,35313,69678,10921,7532,18453,45286,42845,88131
2016,Insgesamt,Brandenburg,25907,25788,51695,4606,2720,7326,30513,28508,59021
2016,Insgesamt,Mecklenburg-Vorpommern,12303,12485,24788,2221,1205,3426,14524,13690,28214
2016,Insgesamt,Sachsen,22830,22078,44908,5870,2913,8783,28700,24991,53691
2016,Insgesamt,Sachsen-Anhalt,13400,13275,26675,3870,1811,5681,17270,15086,32356
2016,Insgesamt,Thueringen,12080,12103,24183,3331,1746,5077,15411,13849,29260
2016,Insgesamt,Insgesamt,450441,463642,914083,172358,102829,275187,622799,566471,1189270
2017,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0,0,0,0
2017,Schleswig-Holstein,Hamburg,7533,8054,15587,1370,1116,2486,8903,9170,18073
2017,Schleswig-Holstein,Niedersachsen,3894,4132,8026,710,423,1133,4604,4555,9159
2017,Schleswig-Holstein,Bremen,329,384,713,98,53,151,427,437,864
2017,Schleswig-Holstein,Nordrhein-Westfalen,2059,2264,4323,723,469,1192,2782,2733,5515
2017,Schleswig-Holstein,Hessen,819,830,1649,272,181,453,1091,1011,2102
2017,Schleswig-Holstein,Rheinland-Pfalz,365,418,783,110,69,179,475,487,962
2017,Schleswig-Holstein,Baden-Wuerttemberg,1072,1033,2105,406,243,649,1478,1276,2754
2017,Schleswig-Holstein,Bayern,1102,1169,2271,428,244,672,1530,1413,2943
2017,Schleswig-Holstein,Saarland,54,63,117,26,20,46,80,83,163
2017,Schleswig-Holstein,Berlin,952,1004,1956,206,161,367,1158,1165,2323
2017,Schleswig-Holstein,Brandenburg,469,473,942,59,33,92,528,506,1034
2017,Schleswig-Holstein,Mecklenburg-Vorpommern,1952,1964,3916,180,96,276,2132,2060,4192
2017,Schleswig-Holstein,Sachsen,468,498,966,112,62,174,580,560,1140
2017,Schleswig-Holstein,Sachsen-Anhalt,338,323,661,68,27,95,406,350,756
2017,Schleswig-Holstein,Thueringen,211,235,446,67,38,105,278,273,551
2017,Schleswig-Holstein,Insgesamt,21617,22844,44461,4835,3235,8070,26452,26079,52531
2017,Hamburg,Schleswig-Holstein,9364,10010,19374,1647,1285,2932,11011,11295,22306
2017,Hamburg,Hamburg,0,0,0,0,0,0,0,0,0
2017,Hamburg,Niedersachsen,5468,5855,11323,948,705,1653,6416,6560,12976
2017,Hamburg,Bremen,369,414,783,111,107,218,480,521,1001
2017,Hamburg,Nordrhein-Westfalen,1819,2031,3850,527,404,931,2346,2435,4781
2017,Hamburg,Hessen,769,796,1565,282,190,472,1051,986,2037
2017,Hamburg,Rheinland-Pfalz,279,293,572,86,65,151,365,358,723
2017,Hamburg,Baden-Wuerttemberg,1012,1066,2078,328,224,552,1340,1290,2630
2017,Hamburg,Bayern,1124,1201,2325,417,254,671,1541,1455,2996
2017,Hamburg,Saarland,50,40,90,21,9,30,71,49,120
2017,Hamburg,Berlin,1205,1395,2600,366,312,678,1571,1707,3278
2017,Hamburg,Brandenburg,336,313,649,50,46,96,386,359,745
2017,Hamburg,Mecklenburg-Vorpommern,895,868,1763,125,74,199,1020,942,1962
2017,Hamburg,Sachsen,361,350,711,84,47,131,445,397,842
2017,Hamburg,Sachsen-Anhalt,172,185,357,52,29,81,224,214,438
2017,Hamburg,Thueringen,137,148,285,37,27,64,174,175,349
2017,Hamburg,Insgesamt,23360,24965,48325,5081,3778,8859,28441,28743,57184
2017,Niedersachsen,Schleswig-Holstein,3742,4166,7908,591,400,991,4333,4566,8899
2017,Niedersachsen,Hamburg,5155,5676,10831,928,725,1653,6083,6401,12484
2017,Niedersachsen,Niedersachsen,0,0,0,0,0,0,0,0,0
2017,Niedersachsen,Bremen,4931,5016,9947,1017,763,1780,5948,5779,11727
2017,Niedersachsen,Nordrhein-Westfalen,11770,12724,24494,3937,3046,6983,15707,15770,31477
2017,Niedersachsen,Hessen,3273,3467,6740,1245,1001,2246,4518,4468,8986
2017,Niedersachsen,Rheinland-Pfalz,1215,1293,2508,583,408,991,1798,1701,3499
2017,Niedersachsen,Baden-Wuerttemberg,3207,3163,6370,1551,1164,2715,4758,4327,9085
2017,Niedersachsen,Bayern,3424,3189,6613,1832,1250,3082,5256,4439,9695
2017,Niedersachsen,Saarland,150,179,329,114,93,207,264,272,536
2017,Niedersachsen,Berlin,2423,2553,4976,782,676,1458,3205,3229,6434
2017,Niedersachsen,Brandenburg,1049,1043,2092,275,188,463,1324,1231,2555
2017,Niedersachsen,Mecklenburg-Vorpommern,1391,1402,2793,312,159,471,1703,1561,3264
2017,Niedersachsen,Sachsen,1427,1418,2845,535,327,862,1962,1745,3707
2017,Niedersachsen,Sachsen-Anhalt,2491,2501,4992,421,255,676,2912,2756,5668
2017,Niedersachsen,Thueringen,1024,1071,2095,307,196,503,1331,1267,2598
2017,Niedersachsen,Insgesamt,46672,48861,95533,14430,10651,25081,61102,59512,120614
2017,Bremen,Schleswig-Holstein,294,325,619,85,42,127,379,367,746
2017,Bremen,Hamburg,447,532,979,156,132,288,603,664,1267
2017,Bremen,Niedersachsen,6151,6390,12541,1033,777,1810,7184,7167,14351
2017,Bremen,Bremen,0,0,0,0,0,0,0,0,0
2017,Bremen,Nordrhein-Westfalen,790,754,1544,354,259,613,1144,1013,2157
2017,Bremen,Hessen,243,240,483,123,81,204,366,321,687
2017,Bremen,Rheinland-Pfalz,102,99,201,53,32,85,155,131,286
2017,Bremen,Baden-Wuerttemberg,295,305,600,187,117,304,482,422,904
2017,Bremen,Bayern,348,324,672,208,133,341,556,457,1013
2017,Bremen,Saarland,12,13,25,12,5,17,24,18,42
2017,Bremen,Berlin,298,348,646,130,104,234,428,452,880
2017,Bremen,Brandenburg,80,80,160,23,13,36,103,93,196
2017,Bremen,Mecklenburg-Vorpommern,125,103,228,58,18,76,183,121,304
2017,Bremen,Sachsen,134,121,255,57,23,80,191,144,335
2017,Bremen,Sachsen-Anhalt,84,70,154,44,32,76,128,102,230
2017,Bremen,Thueringen,53,61,114,37,16,53,90,77,167
2017,Bremen,Insgesamt,9456,9765,19221,2560,1784,4344,12016,11549,23565
2017,Nordrhein-Westfalen,Schleswig-Holstein,2661,2944,5605,594,355,949,3255,3299,6554
2017,Nordrhein-Westfalen,Hamburg,2593,2897,5490,665,501,1166,3258,3398,6656
2017,Nordrhein-Westfalen,Niedersachsen,13281,14129,27410,3738,2414,6152,17019,16543,33562
2017,Nordrhein-Westfalen,Bremen,811,918,1729,379,256,635,1190,1174,2364
2017,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0
2017,Nordrhein-Westfalen,Hessen,6909,7391,14300,3234,2102,5336,10143,9493,19636
2017,Nordrhein-Westfalen,Rheinland-Pfalz,7202,7770,14972,2035,1273,3308,9237,9043,18280
2017,Nordrhein-Westfalen,Baden-Wuerttemberg,7177,7002,14179,3659,2401,6060,10836,9403,20239
2017,Nordrhein-Westfalen,Bayern,7325,7017,14342,3652,2109,5761,10977,9126,20103
2017,Nordrhein-Westfalen,Saarland,527,625,1152,308,202,510,835,827,1662
2017,Nordrhein-Westfalen,Berlin,4060,4216,8276,1428,1081,2509,5488,5297,10785
2017,Nordrhein-Westfalen,Brandenburg,1225,1139,2364,358,200,558,1583,1339,2922
2017,Nordrhein-Westfalen,Mecklenburg-Vorpommern,1102,1085,2187,367,208,575,1469,1293,2762
2017,Nordrhein-Westfalen,Sachsen,1882,1683,3565,741,404,1145,2623,2087,4710
2017,Nordrhein-Westfalen,Sachsen-Anhalt,1055,1102,2157,515,254,769,1570,1356,2926
2017,Nordrhein-Westfalen,Thueringen,1001,958,1959,536,303,839,1537,1261,2798
2017,Nordrhein-Westfalen,Insgesamt,58811,60876,119687,22209,14063,36272,81020,74939,155959
2017,Hessen,Schleswig-Holstein,1026,1121,2147,239,153,392,1265,1274,2539
2017,Hessen,Hamburg,1016,1104,2120,265,201,466,1281,1305,2586
2017,Hessen,Niedersachsen,3334,3587,6921,964,643,1607,4298,4230,8528
2017,Hessen,Bremen,231,263,494,96,89,185,327,352,679
2017,Hessen,Nordrhein-Westfalen,6449,6811,13260,2720,1917,4637,9169,8728,17897
2017,Hessen,Hessen,0,0,0,0,0,0,0,0,0
2017,Hessen,Rheinland-Pfalz,6132,6677,12809,2044,1408,3452,8176,8085,16261
2017,Hessen,Baden-Wuerttemberg,6162,6442,12604,2991,1843,4834,9153,8285,17438
2017,Hessen,Bayern,5781,5751,11532,2557,1593,4150,8338,7344,15682
2017,Hessen,Saarland,307,371,678,142,116,258,449,487,936
2017,Hessen,Berlin,1866,1800,3666,581,536,1117,2447,2336,4783
2017,Hessen,Brandenburg,549,555,1104,184,102,286,733,657,1390
2017,Hessen,Mecklenburg-Vorpommern,398,447,845,134,39,173,532,486,1018
2017,Hessen,Sachsen,1244,1290,2534,426,215,641,1670,1505,3175
2017,Hessen,Sachsen-Anhalt,491,525,1016,235,108,343,726,633,1359
2017,Hessen,Thueringen,1287,1291,2578,365,172,537,1652,1463,3115
2017,Hessen,Insgesamt,36273,38035,74308,13943,9135,23078,50216,47170,97386
2017,Rheinland-Pfalz,Schleswig-Holstein,477,550,1027,85,50,135,562,600,1162
2017,Rheinland-Pfalz,Hamburg,416,447,863,91,81,172,507,528,1035
2017,Rheinland-Pfalz,Niedersachsen,1228,1277,2505,395,256,651,1623,1533,3156
2017,Rheinland-Pfalz,Bremen,96,121,217,76,36,112,172,157,329
2017,Rheinland-Pfalz,Nordrhein-Westfalen,6549,7170,13719,1898,1305,3203,8447,8475,16922
2017,Rheinland-Pfalz,Hessen,5958,6432,12390,1959,1411,3370,7917,7843,15760
2017,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0
